title,artist,cover,year,id,hasSleeve
Joe Strummer& The Mescaleros,Global A Go-Go,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource186.jpg,Fiery,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Drive-By Truckers,Go-Go Boots,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource827.jpeg,Sensual,alt country-americana-singer-songwriter,TRUE
Sinéad O'Connor,God Don't Never Change: The Songs Of Blind Willie Johnson,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC1102242a1.jpeg,Fiery,classical piano-classical-classical piano-classical,TRUE
Soho,Goddess,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource96.jpg,Fiery,alt country-americana-singer-songwriter,TRUE
Bob Marley & The Wailers,Gold,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource582.jpg,Romantic,alt country-americana-singer-songwriter,TRUE
Kyle McEvoy& Richard Houghten& wowflower,Golden Flow,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224167.jpeg,Yearning,americana-folk-alt country,TRUE
Jake Xerxes Fussell,Good and Green Again,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource14.jpg,Tender,country-classic country,TRUE
Rihanna& JAY-Z,Good Girl Gone Bad,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource21.jpg,Somber,classical piano-classical-classical piano-classical,TRUE
Drew Holcomb & The Neighbors,Good Light,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224116.jpeg,Yearning,americana,TRUE
World Party,Goodbye Jumbo,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource817.jpeg,Fiery,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Foo Fighters,Greatest Hits,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource814.jpeg,Sensual,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
Skyway Man,Greetings from Marquette: Music from Joe Pera Talks With You Season 2,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource804.jpeg,Fiery,classical piano-classical-classical piano-classical,TRUE
Grinderman,Grinderman 2,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource168.jpg,Yearning,americana,TRUE
Guy Clark,Guy Clark: The Best of the Dualtone Years,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource812.jpeg,Yearning,americana,TRUE
Bruce Hornsby,Halcyon Days (Expanded Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource132.jpg,Fiery,acid jazz-jazz funk,TRUE
Bruce Hornsby,Halcyon Days (Expanded Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource815.jpeg,Serious,alt country-americana,TRUE
Matt Maeson& Lana Del Rey,Hallucinogenics (feat. Lana Del Rey),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource11.jpg,Upbeat,americana,TRUE
Hard Working Americans,Hard Working Americans,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource628.jpg,Fiery,art rock,TRUE
Mike Doughty,Haughty Melodic (Deluxe Remaster),https://storage.googleapis.com/workthisfucker/ALLLRC/LRC1102241112.jpeg,Yearning,americana-folk-alt country,TRUE
Mista Savona& Julito Padron,Havana Meets Kingston,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224114.jpeg,Tender,alt country-americana-bluegrass,TRUE
The Green,Hawai'i 13,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource9.jpg,Sensual,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
Etta James,Heart & Soul: A Retrospective,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource20.jpg,Fiery,americana-folk-alt country,TRUE
Linda Ronstadt,Heart Like A Wheel,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource22.jpg,Easygoing,americana-folk-alt country,TRUE
The Be Good Tanyas,Hello Love,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource23.jpg,Sensual,acid jazz-jazz funk,TRUE
The Be Good Tanyas,Hello Love,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource581.jpg,Sensual,alt country-americana,TRUE
The Be Good Tanyas,Hello Love,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource406.jpg,Peaceful,alt country-americana-singer-songwriter,TRUE
Josh Ritter,Hello Starling,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource72.jpg,Fiery,alt country-americana-roots rock,TRUE
Willie Nelson& Lukas Nelson,Heroes,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource816.jpeg,Tender,classical piano-classical-classical piano-classical,TRUE
M. Ward& Zooey Deschanel,Hold Time,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource167.jpg,Yearning,classical piano-classical-classical piano-classical,TRUE
Rush,Hold Your Fire,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource85.jpg,Yearning,bluegrass-newgrass-americana-folk,TRUE
Justin Jay& Benny Bridges,Home,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC1102242a2.jpeg,Serious,alt country-americana-singer-songwriter,TRUE
DOPE LEMON,Honey Bones,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource138.jpg,Fiery,afro soul-afropop,TRUE
DOPE LEMON,Honey Bones,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource801.jpeg,Serious,alt country-americana,TRUE
Jason Isbell and the 400 Unit,Hope the High Road,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource219.jpg,Romantic,alt country-americana-roots rock,TRUE
JC Brooks & The Uptown Sound,Howl,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224121.jpeg,Rowdy,classical piano-classical-minimalism-classical piano,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource32.jpg,Empowering,alt country-americana-roots rock,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource15.jpg,Fiery,alt country-americana-roots rock,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource604.jpg,Easygoing,alt country-americana-singer-songwriter,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource356.jpg,Fiery,alt country-americana-singer-songwriter,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource829.jpeg,Rowdy,alt country-americana-singer-songwriter,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource128.jpg,Melancholy,alt country-americana-singer-songwriter,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224120.jpeg,Fiery,americana,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource5.jpg,Melancholy,americana,TRUE
Sinéad O'Connor,I Do Not Want What I Haven't Got,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource70.jpg,Empowering,americana,TRUE
Touch & Go,I Find You Very Attractivee,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource38.jpg,Melancholy,americana,TRUE
Will Kimbrough,I Like It Down Here,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource353.jpg,Upbeat,americana-alt country,TRUE
The Mighty Rootsmen& Toots & The Maytals& Gregory Isaacs& Mykal Rose,I Won't Back Down,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource130.jpg,Sensual,afro soul-afropop,TRUE
The Mighty Rootsmen& Toots & The Maytals& Gregory Isaacs& Mykal Rose,I Won't Back Down,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource612.jpg,Serious,alt country-americana,TRUE
Jason Aldean,I Won't Back Down (Live from Saturday Night Live),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource354.jpg,Fiery,edm-dance,TRUE
Bob Schneider,I'm Good Now,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource13.jpg,Sensual,alt country-americana-roots rock,TRUE
Coffee Cub,Ibiza,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource297.jpg,Yearning,alt country-americana-singer-songwriter,TRUE
Unknown Mortal Orchestra,II (10 Year Anniversary Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource133.jpg,Romantic,alt country-americana-outlaw country-red dirt-texas country-roots rock,TRUE
BADBADNOTGOOD& Leland Whitty,III,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource306.jpg,Stirring,bluegrass-newgrass-americana-folk,TRUE
John Prine& Iris DeMent,In Spite of Ourselves,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource643.jpg,Yearning,americana,TRUE
Shuggie Otis& Carmine Appice& Tony Franklin,Inter-Fusion,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource605.jpg,Melancholy,art rock,TRUE
Galactic& Mavis Staples,Into The Deep (Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource231.jpg,Sensual,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Tom Petty and the Heartbreakers,Into The Great Wide Open,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource600.jpg,Sensual,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
KATZROAR,Invocation,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource4.jpg,Romantic,americana-bluegrass-alt country-folk-southern gothic,TRUE
Israel Nash,Israel Nash's Rain Plans,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource828.jpeg,Peaceful,classical piano-classical-minimalism-classical piano,TRUE
The Alchemist,Israeli Salad,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource290.jpg,Stirring,americana-bluegrass-alt country-folk-southern gothic,TRUE
Rodney Crowell& Rosanne Cash& John Paul White,It Ain't Over Yet,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90028.jpeg,Peaceful,bluegrass-newgrass-americana-folk,TRUE
The-Dream& Gary Clark Jr.,IV Play (Deluxe),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource289.jpg,Romantic,edm-dance,TRUE
Alpha Blondy,Jah Victory,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource224.jpg,Rowdy,afro soul-afropop,TRUE
Alpha Blondy,Jah Victory,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource16.jpg,Fiery,alt country-americana,TRUE
Thin Lizzy,Jailbreak (Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource171.jpg,Sensual,djent-progressive metal-progressive rock,TRUE
Frank Zappa,Joe's Garage Acts I& II & III,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource611.jpg,Easygoing,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
John Prine,John Prine (Live),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource39.jpg,Fiery,alt country-americana-singer-songwriter,TRUE
John Prine,John Prine (Live),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource803.jpeg,Peaceful,classical piano-classical-classical piano-classical,TRUE
Colbey,Journey Man,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource577.jpg,Fiery,alt country-americana-bluegrass,TRUE
Voices of Fire& Pharrell Williams,JOY (Unspeakable) (feat. Pharrell Williams),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource296.jpg,Fiery,classical piano-classical-classical piano-classical,TRUE
Jenny Lewis,Joy'All,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource309.jpg,Stirring,americana-folk-americana-country-americana-alt country,TRUE
Natalie Merchant,Keep Your Courage,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCTEA02023PRO.jpeg,Fiery,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
DOPE LEMON,Kimosabè,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource120.jpg,Yearning,americana,TRUE
Courtney Marie Andrews,Kindness of Strangers,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource134.jpg,Melancholy,americana-folk-alt country,TRUE
Jon Dee Graham,Knoxville Skyline,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource127.jpg,Sensual,classical piano-classical-classical-classical piano-opera-chamber music,TRUE
ZZ Top,La Futura,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource613.jpg,Fiery,classical piano-classical-classical piano-classical,TRUE
Rosanne Cash,Land of Dreams (with Los Lobos & Bebel Gilberto),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource148.jpg,Sensual,classical piano-classical-classical piano-classical,TRUE
Elvis Drew& Avivian,Lapsus,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource405.jpg,Yearning,americana-folk-alt country,TRUE
Carolina Story,Lay Your Head Down,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource75.jpg,Stirring,country-classic country,TRUE
Led Zeppelin,Led Zeppelin III (Remaster),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource599.jpg,Urgent,country-classic country,TRUE
Vieux Farka Touré,Les Racines,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource288.jpg,Fiery,americana-alt country,TRUE
The Rolling Stones,Let It Bleed,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource150.jpg,Upbeat,americana,TRUE
The Barr Brothers,Let it Hiss,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource244.jpg,Fiery,acid jazz-jazz funk,TRUE
The Barr Brothers,Let it Hiss,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCTEA02021PRO.jpeg,Serious,afro soul-afropop,TRUE
Dori Freeman,Letters Never Read,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource614.jpg,Urgent,djent-progressive metal-progressive rock,TRUE
John Mellencamp,Life& Death& Love And Freedom,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource141.jpg,Fiery,classical piano-classical-classical piano-classical,TRUE
Aloe Blacc,Lift Your Spirit,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource602.jpg,Fiery,alt country-americana-outlaw country-red dirt-texas country-roots rock,TRUE
Matisyahu,Light,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource98.jpg,Urgent,americana,TRUE
Bedouin Soundclash& Cœur De Pirate,Light The Horizon,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource431.jpg,Sensual,americana,TRUE
Charlie Mars,Like a Bird& Like a Plane,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource603.jpg,Romantic,alt country-americana-roots rock,TRUE
Q Funktion,Like I Usually Do,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource17.jpg,Melancholy,free jazz-jazz-free jazz-jazz,TRUE
Houndmouth,Little Neon Limelight,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource440.jpg,Rowdy,americana,TRUE
Todd Thibaud,Live,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource830.jpeg,Yearning,edm-dance,TRUE
Ryan Montbleau,Live at Life is good,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource108.jpg,Sensual,classical piano-classical-classical piano-classical,TRUE
Dire Straits,Live At The BBC,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource246.jpg,Yearning,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Redbird,Live At The Cafe Carpe,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource594.jpg,Fiery,americana,TRUE
Session Americana,Live at the Haybarn Theatre,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource578.jpg,Tender,bluegrass-newgrass-americana-folk,TRUE
Session Americana,Live at the Haybarn Theatre,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource347.jpg,Fiery,bluegrass-newgrass-americana-folk-alt country,TRUE
The Rolling Stones,Live At The Wiltern,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource608.jpg,Fiery,americana-folk-americana-country-americana-alt country,TRUE
David Byrne,Live From Austin& TX,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource146.jpg,Fiery,americana,TRUE
twiddy,Live from the Bowling Alley,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource607.jpg,Urgent,alt country-americana-bluegrass,TRUE
Kenny Malone& Danny Thompson& Darrell Scott,Live In NC,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource711.jpg,Urgent,alt country-americana-roots rock-country rock,TRUE
Emeli Sandé,Long Live The Angels (Deluxe),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource357.jpg,Urgent,classical piano-classical-classical-classical piano-opera-chamber music,TRUE
Ziggy Marley,Long Story Short: Willie Nelson 90 (Live At The Hollywood Bowl),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource221.jpg,Stirring,alt country-americana-roots rock,TRUE
Langhorne Slim,Lost At Last Vol. 1,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource293.jpg,Sensual,americana-alt country,TRUE
Jade Bird,Lottery,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource1.jpg,Sensual,americana-alt country,TRUE
Mat McHugh,Love Come Save Me,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource313.jpg,Fiery,french jazz-chanson-lounge,TRUE
FaithNYC,Love Is A Wish Away,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource321.jpg,Romantic,alt country-americana-outlaw country-red dirt-texas country-roots rock,TRUE
Ziggy Marley,Love Is My Religion,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource170.jpg,Yearning,edm-dance,TRUE
David Byrne& St. Vincent,Love This Giant,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource554.jpg,Sensual,acid jazz-jazz funk,TRUE
David Byrne& St. Vincent,Love This Giant,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource25.jpg,Fiery,alt country-americana,TRUE
Groove Armada,Lovebox,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource601.jpg,Yearning,americana,TRUE
The Kinks,Low Budget,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource73.jpg,Fiery,djent-progressive metal-progressive rock,TRUE
Joe Cocker,Mad Dogs & Englishmen (Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource658.jpg,Rowdy,alt country-americana-roots rock,TRUE
Funkadelic,Maggot Brain,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource610.jpg,Fiery,americana-folk-americana-country-americana-alt country,TRUE
James Tillman,Magic City Thrill,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource24.jpg,Urgent,alt country-americana-roots rock,TRUE
The Avett Brothers,Magpie And The Dandelion (Deluxe),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource490.jpg,Easygoing,alt country-americana-bluegrass,TRUE
Anderson .Paak,Malibu,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource119.jpg,Urgent,alt country-americana-outlaw country-red dirt-texas country-roots rock,TRUE
Anderson .Paak,Malibu,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource76.jpg,Serious,americana-alt country,TRUE
Mumford & Sons,Malibu,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource609.jpg,Fiery,americana-bluegrass-alt country-folk-southern gothic,TRUE
Peter Tosh,Mama Africa,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource232.jpg,Sensual,gnawa,TRUE
Kid Cudi,Man On The Moon: The End Of Day,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource286.jpg,Romantic,free jazz-jazz-free jazz-jazz,TRUE
Creedence Clearwater Revival,Mardi Gras,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource188.jpg,Yearning,bluegrass-newgrass-americana-folk-alt country,TRUE
The Revivalists,Men Amongst Mountains,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource247.jpg,Easygoing,americana-alt country,TRUE
Billy Bragg& Wilco,Mermaid Avenue,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource7.jpg,Brooding,gnawa,TRUE
Justin Townes Earle,Midnight at the Movies,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource248.jpg,Somber,classical piano-classical-classical-classical piano-opera-chamber music,TRUE
Taylor Swift& Lana Del Rey,Midnights (The Til Dawn Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource800.jpeg,Fiery,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Lord Huron,Mine Forever,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource266.jpg,Fiery,americana,TRUE
Chris Joss,Misophonia,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource570.jpg,Melancholy,americana-alt country,TRUE
Carla Bruni& Nouvelle Vague,Miss You (Nouvelle Vague Remix),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource813.jpeg,Peaceful,americana-alt country,TRUE
Snoop Dogg& Dr. Dre& Tom Petty& Jelly Roll,Missionary,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource606.jpg,Fiery,americana,TRUE
David Gray,Money (That's What I Want) [From Jim Beam's Live Music Series],https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource225.jpg,Fiery,acid jazz-jazz funk,TRUE
David Gray,Money (That's What I Want) [From Jim Beam's Live Music Series],https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource93.jpg,Fiery,alt country-americana,TRUE
Khruangbin,Mordechai,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90012.jpeg,Rowdy,alt country-americana-outlaw country-red dirt-texas country-roots rock,TRUE
Ziggy Marley& Lisa Loeb,More Family Time,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource294.jpg,Fiery,classical piano-classical-minimalism-classical piano,TRUE
Ziggy Marley& Ben Harper,More Family Time,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource310.jpg,Yearning,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Craig Cardiff,Mothers & Daughters,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCTEA02022PRO.jpeg,Fiery,alt country-americana-outlaw country,TRUE
Mott The Hoople,Mott (Expanded Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource194.jpg,Fiery,americana,TRUE
Skyway Man,Muddy Water,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource368.jpg,Peaceful,alt country-americana-roots rock,TRUE
The Flying Stars Of Brooklyn NY& Aaron Frazer,My God Has a Telephone,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource245.jpg,Fiery,americana,TRUE
Benjamin Biolay,Négatif,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource430.jpg,Sensual,classical piano-classical-classical piano-classical,TRUE
Bob Dylan& Johnny Cash,Nashville Skyline,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource809.jpeg,Sensual,alt country-americana-roots rock-country rock,TRUE
The Stills-Young Band,Neil Young Archives Vol. II (1972 - 1976),https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9008.jpeg,Yearning,alt country-americana-singer-songwriter,TRUE
Nataly Dawn& Sheriffs of Schroedingham,Never Going Back Again,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource550.jpg,Serious,alt country-americana-roots rock-country rock,TRUE
Sean Rowe,New Lore (Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource222.jpg,Fiery,art rock,TRUE
Mondo Cozmo,New Medicine,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource549.jpg,Yearning,country-classic country,TRUE
The Rings,New Wave Classics,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource314.jpg,Fiery,americana-folk-alt country,TRUE
Flash and the Pan,New Wave Classics,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource685.jpg,Tender,americana-folk-alt country,TRUE
Ken Werner& Abigail Lapell,News for the Blues,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource551.jpg,Fiery,americana,TRUE
Dan Mangan,Nice& Nice& Very Nice (10th Anniversary Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource552.jpg,Upbeat,alt country-americana-bluegrass,TRUE
Bombino,Nomad,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource300.jpg,Romantic,americana,TRUE
Session Americana& Merrie Amsterburg,Northeast,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCTEA02024PRO.jpeg,Melancholy,americana-alt country,TRUE
The Bottle Rockets,Not So Loud: An Acoustic Evening with the Bottle Rockets,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource103.jpg,Sensual,french jazz-chanson-lounge,TRUE
Son Volt,Notes of Blue,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource218.jpg,Fiery,djent-progressive metal-progressive rock,TRUE
Dawes,Nothing Is Wrong (10th Anniversary Deluxe Edition),https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90089.jpeg,Empowering,americana-bluegrass-alt country-folk-southern gothic,TRUE
Owl City,Ocean Eyes,https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90090.jpeg,Urgent,country-classic country,TRUE
JJ Grey & Mofro,Ol' Glory (Deluxe Version),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource166.jpg,Fiery,alt country-americana-singer-songwriter,TRUE
Birdtalker,One,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource674.jpg,Empowering,americana,TRUE
Bee Gees,One Night Only,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource429.jpg,Peaceful,americana,TRUE
Cowboy Junkies,One Soul Now,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource234.jpg,Rowdy,alt country-anti-folk-folk punk-singer-songwriter-americana-alt country-americana-indie rock,TRUE
MC YOGI& Matisyahu,Only Love is Real,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource53.jpg,Fiery,classical piano-classical-minimalism-classical piano,TRUE
The Lumineers,Ophelia,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource64.jpg,Fiery,bluegrass-newgrass-americana-folk,TRUE
Dominique Fils-Aimé,Our Roots Run Deep,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource46.jpg,Yearning,acid jazz-jazz funk,TRUE
Dominique Fils-Aimé,Our Roots Run Deep,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource396.jpg,Serious,alt country-americana,TRUE
Audioslave,Out of Exile,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource97.jpg,Fiery,classical-classical piano-classical piano-classical-idm-ambient-shoegaze-downtempo,TRUE
Patti Smith,Outside Society,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource567.jpg,Fiery,alt country-americana-outlaw country,TRUE
Parker Millsap& Lockeland Strings,Palisade,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource808.jpeg,Romantic,americana,TRUE
M.I.A.,Paper Planes,https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource242.jpg,Fiery,americana-folk-americana-country-americana-alt country,TRUE
Zac Brown Band,Pass the Jar - Zac Brown Band and Friends from the Fabulous Fox Theatre in Atlanta (Live),https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource287.jpg,Sensual,americana-alt country,TRUE
